text,label
clothes $274.99,ITEM
Thank you for your purchase!,O
Receipt #: 74709,O
AT&T,STORE
Date: 2025-04-21,DATE
Total: $89.77,TOTAL
utility monthly #4752 $89.77,ITEM
Thank you for your purchase!,O
Receipt #: 40636,O
Safeway,STORE
Date: 2025-03-23,DATE
Total: $88.49,TOTAL
food meat $88.49,ITEM
Thank you for your purchase!,O
Receipt #: 52571,O
CVS,STORE
Date: 2025-04-17,DATE
Total: $249.62,TOTAL
medical prescription health $249.62,ITEM
Thank you for your purchase!,O
Receipt #: 37343,O
Xbox,STORE
Date: 2025-04-17,DATE
Total: $26.21,TOTAL
movie entertainment #5148 $26.21,ITEM
Thank you for your purchase!,O
Receipt #: 18068,O
Water Service,STORE
Date: 2025-04-18,DATE
Total: $804.57,TOTAL
payment bill monthly $804.57,ITEM
Thank you for your purchase!,O
Receipt #: 48843,O
BP,STORE
Date: 2025-04-19,DATE
Total: $79.81,TOTAL
fuel $79.81,ITEM
Thank you for your purchase!,O
Receipt #: 61499,O
Walgreens,STORE
Date: 2025-04-19,DATE
Total: $64.00,TOTAL
doctor medical $64.00,ITEM
Thank you for your purchase!,O
Receipt #: 77251,O
Best Buy,STORE
Date: 2025-04-20,DATE
Total: $78.34,TOTAL
shoes clothes accessories $78.34,ITEM
Thank you for your purchase!,O
Receipt #: 23153,O
Netflix,STORE
Date: 2025-04-09,DATE
Total: $15.98,TOTAL
streaming movie #8820 $15.98,ITEM
Thank you for your purchase!,O
Receipt #: 70198,O
McDonalds,STORE
Date: 2025-03-25,DATE
Total: $749.74,TOTAL
dinner $749.74,ITEM
Thank you for your purchase!,O
Receipt #: 80547,O
Pizza Hut,STORE
Date: 2025-03-31,DATE
Total: $768.90,TOTAL
restaurant lunch dinner #2981 $768.90,ITEM
Thank you for your purchase!,O
Receipt #: 91194,O
Local Clinic,STORE
Date: 2025-03-25,DATE
Total: $274.29,TOTAL
medical health doctor $274.29,ITEM
Thank you for your purchase!,O
Receipt #: 60853,O
Walgreens,STORE
Date: 2025-03-25,DATE
Total: $143.36,TOTAL
medicine medical $143.36,ITEM
Thank you for your purchase!,O
Receipt #: 60715,O
Kroger,STORE
Date: 2025-04-11,DATE
Total: $160.29,TOTAL
dairy bread meat $160.29,ITEM
Thank you for your purchase!,O
Receipt #: 69704,O
Local Clinic,STORE
Date: 2025-04-09,DATE
Total: $114.57,TOTAL
health #5206 $114.57,ITEM
Thank you for your purchase!,O
Receipt #: 85393,O
CVS,STORE
Date: 2025-04-11,DATE
Total: $74.74,TOTAL
doctor prescription $74.74,ITEM
Thank you for your purchase!,O
Receipt #: 99581,O
H&M,STORE
Date: 2025-04-06,DATE
Total: $159.16,TOTAL
purchase shoes electronics $159.16,ITEM
Thank you for your purchase!,O
Receipt #: 36484,O
Shell,STORE
Date: 2025-04-03,DATE
Total: $36.70,TOTAL
ride transportation $36.70,ITEM
Thank you for your purchase!,O
Receipt #: 46521,O
CVS,STORE
Date: 2025-04-02,DATE
Total: $31.38,TOTAL
doctor #5077 $31.38,ITEM
Thank you for your purchase!,O
Receipt #: 84373,O
BP,STORE
Date: 2025-04-01,DATE
Total: $16.52,TOTAL
transit ride taxi $16.52,ITEM
Thank you for your purchase!,O
Receipt #: 71260,O
Metro,STORE
Date: 2025-03-26,DATE
Total: $41.42,TOTAL
fuel transportation transit #3640 $41.42,ITEM
Thank you for your purchase!,O
Receipt #: 81000,O
McDonalds,STORE
Date: 2025-03-26,DATE
Total: $944.34,TOTAL
dinner lunch $944.34,ITEM
Thank you for your purchase!,O
Receipt #: 56769,O
Spotify,STORE
Date: 2025-04-11,DATE
Total: $42.98,TOTAL
game music entertainment #7141 $42.98,ITEM
Thank you for your purchase!,O
Receipt #: 85287,O
Various Services,STORE
Date: 2025-04-02,DATE
Total: $578.57,TOTAL
general misc $578.57,ITEM
Thank you for your purchase!,O
Receipt #: 73543,O
Trader Joes,STORE
Date: 2025-04-19,DATE
Total: $62.77,TOTAL
produce food bread $62.77,ITEM
Thank you for your purchase!,O
Receipt #: 83292,O
Verizon,STORE
Date: 2025-04-20,DATE
Total: $914.04,TOTAL
bill $914.04,ITEM
Thank you for your purchase!,O
Receipt #: 94133,O
Metro,STORE
Date: 2025-03-31,DATE
Total: $20.06,TOTAL
transportation $20.06,ITEM
Thank you for your purchase!,O
Receipt #: 22419,O
Subway,STORE
Date: 2025-03-26,DATE
Total: $952.23,TOTAL
meal restaurant dinner $952.23,ITEM
Thank you for your purchase!,O
Receipt #: 88117,O
Target,STORE
Date: 2025-04-08,DATE
Total: $37.39,TOTAL
clothes electronics shoes $37.39,ITEM
Thank you for your purchase!,O
Receipt #: 86115,O
Pizza Hut,STORE
Date: 2025-03-30,DATE
Total: $706.70,TOTAL
restaurant takeout lunch #6970 $706.70,ITEM
Thank you for your purchase!,O
Receipt #: 59624,O
Nike,STORE
Date: 2025-04-02,DATE
Total: $138.59,TOTAL
electronics purchase clothes $138.59,ITEM
Thank you for your purchase!,O
Receipt #: 93229,O
Target,STORE
Date: 2025-03-30,DATE
Total: $101.99,TOTAL
shoes $101.99,ITEM
Thank you for your purchase!,O
Receipt #: 86462,O
Water Service,STORE
Date: 2025-04-18,DATE
Total: $84.15,TOTAL
utility service monthly #5312 $84.15,ITEM
Thank you for your purchase!,O
Receipt #: 56680,O
Xbox,STORE
Date: 2025-03-25,DATE
Total: $34.43,TOTAL
entertainment movie game $34.43,ITEM
Thank you for your purchase!,O
Receipt #: 86936,O
Pizza Hut,STORE
Date: 2025-04-13,DATE
Total: $780.29,TOTAL
takeout $780.29,ITEM
Thank you for your purchase!,O
Receipt #: 86441,O
Unknown Vendor,STORE
Date: 2025-04-21,DATE
Total: $337.18,TOTAL
misc general $337.18,ITEM
Thank you for your purchase!,O
Receipt #: 15492,O
Whole Foods,STORE
Date: 2025-03-25,DATE
Total: $103.25,TOTAL
meat #5512 $103.25,ITEM
Thank you for your purchase!,O
Receipt #: 42162,O
Nike,STORE
Date: 2025-04-18,DATE
Total: $89.54,TOTAL
purchase $89.54,ITEM
Thank you for your purchase!,O
Receipt #: 75419,O
Kroger,STORE
Date: 2025-03-25,DATE
Total: $65.89,TOTAL
produce $65.89,ITEM
Thank you for your purchase!,O
Receipt #: 81655,O
Amazon,STORE
Date: 2025-04-18,DATE
Total: $66.34,TOTAL
purchase #4546 $66.34,ITEM
Thank you for your purchase!,O
Receipt #: 40417,O
AT&T,STORE
Date: 2025-04-19,DATE
Total: $786.63,TOTAL
service bill #6962 $786.63,ITEM
Thank you for your purchase!,O
Receipt #: 10450,O
Whole Foods,STORE
Date: 2025-04-05,DATE
Total: $108.84,TOTAL
dairy groceries food $108.84,ITEM
Thank you for your purchase!,O
Receipt #: 15170,O
Walgreens,STORE
Date: 2025-03-30,DATE
Total: $48.59,TOTAL
health $48.59,ITEM
Thank you for your purchase!,O
Receipt #: 76200,O
Best Buy,STORE
Date: 2025-04-10,DATE
Total: $261.52,TOTAL
accessories #3792 $261.52,ITEM
Thank you for your purchase!,O
Receipt #: 52371,O
AT&T,STORE
Date: 2025-04-07,DATE
Total: $199.59,TOTAL
payment bill monthly #9693 $199.59,ITEM
Thank you for your purchase!,O
Receipt #: 22218,O
Walgreens,STORE
Date: 2025-04-07,DATE
Total: $197.76,TOTAL
medicine health #4093 $197.76,ITEM
Thank you for your purchase!,O
Receipt #: 54851,O
Quest Diagnostics,STORE
Date: 2025-04-02,DATE
Total: $473.66,TOTAL
prescription medical $473.66,ITEM
Thank you for your purchase!,O
Receipt #: 82736,O
Walmart,STORE
Date: 2025-03-26,DATE
Total: $139.45,TOTAL
groceries meat produce #9698 $139.45,ITEM
Thank you for your purchase!,O
Receipt #: 83876,O
Netflix,STORE
Date: 2025-04-14,DATE
Total: $40.69,TOTAL
game streaming $40.69,ITEM
Thank you for your purchase!,O
Receipt #: 99250,O
Quest Diagnostics,STORE
Date: 2025-03-26,DATE
Total: $283.81,TOTAL
health #1818 $283.81,ITEM
Thank you for your purchase!,O
Receipt #: 47170,O
Subway,STORE
Date: 2025-03-31,DATE
Total: $243.97,TOTAL
restaurant $243.97,ITEM
Thank you for your purchase!,O
Receipt #: 43919,O
Local Clinic,STORE
Date: 2025-04-12,DATE
Total: $292.30,TOTAL
doctor medical health #3294 $292.30,ITEM
Thank you for your purchase!,O
Receipt #: 70996,O
Target,STORE
Date: 2025-04-21,DATE
Total: $143.08,TOTAL
accessories $143.08,ITEM
Thank you for your purchase!,O
Receipt #: 29578,O
Water Service,STORE
Date: 2025-04-07,DATE
Total: $277.03,TOTAL
utility payment bill $277.03,ITEM
Thank you for your purchase!,O
Receipt #: 96928,O
Xbox,STORE
Date: 2025-04-10,DATE
Total: $23.46,TOTAL
music game $23.46,ITEM
Thank you for your purchase!,O
Receipt #: 13181,O
Verizon,STORE
Date: 2025-03-31,DATE
Total: $52.30,TOTAL
service #4490 $52.30,ITEM
Thank you for your purchase!,O
Receipt #: 28468,O
Xbox,STORE
Date: 2025-04-07,DATE
Total: $39.24,TOTAL
streaming game music $39.24,ITEM
Thank you for your purchase!,O
Receipt #: 14460,O
AT&T,STORE
Date: 2025-03-30,DATE
Total: $952.38,TOTAL
utility #9106 $952.38,ITEM
Thank you for your purchase!,O
Receipt #: 41756,O
BP,STORE
Date: 2025-04-12,DATE
Total: $33.56,TOTAL
gas $33.56,ITEM
Thank you for your purchase!,O
Receipt #: 36062,O
Target,STORE
Date: 2025-04-12,DATE
Total: $63.29,TOTAL
shoes clothes #6136 $63.29,ITEM
Thank you for your purchase!,O
Receipt #: 60123,O
Kroger,STORE
Date: 2025-04-14,DATE
Total: $134.44,TOTAL
groceries $134.44,ITEM
Thank you for your purchase!,O
Receipt #: 10659,O
Local Clinic,STORE
Date: 2025-03-28,DATE
Total: $249.43,TOTAL
doctor health prescription $249.43,ITEM
Thank you for your purchase!,O
Receipt #: 68054,O
Pizza Hut,STORE
Date: 2025-04-11,DATE
Total: $482.98,TOTAL
delivery $482.98,ITEM
Thank you for your purchase!,O
Receipt #: 13587,O
Water Service,STORE
Date: 2025-04-07,DATE
Total: $690.36,TOTAL
bill $690.36,ITEM
Thank you for your purchase!,O
Receipt #: 32080,O
Trader Joes,STORE
Date: 2025-04-01,DATE
Total: $93.89,TOTAL
meat produce dairy $93.89,ITEM
Thank you for your purchase!,O
Receipt #: 29635,O
Walgreens,STORE
Date: 2025-04-04,DATE
Total: $280.12,TOTAL
prescription health $280.12,ITEM
Thank you for your purchase!,O
Receipt #: 73049,O
Electric Company,STORE
Date: 2025-04-08,DATE
Total: $943.28,TOTAL
bill service $943.28,ITEM
Thank you for your purchase!,O
Receipt #: 41448,O
BP,STORE
Date: 2025-04-03,DATE
Total: $22.30,TOTAL
ride taxi $22.30,ITEM
Thank you for your purchase!,O
Receipt #: 94967,O
AMC Theaters,STORE
Date: 2025-04-02,DATE
Total: $21.39,TOTAL
entertainment movie streaming $21.39,ITEM
Thank you for your purchase!,O
Receipt #: 79358,O
Netflix,STORE
Date: 2025-04-02,DATE
Total: $28.09,TOTAL
movie #4089 $28.09,ITEM
Thank you for your purchase!,O
Receipt #: 89665,O
Spotify,STORE
Date: 2025-04-09,DATE
Total: $46.50,TOTAL
game music $46.50,ITEM
Thank you for your purchase!,O
Receipt #: 66894,O
Pizza Hut,STORE
Date: 2025-04-05,DATE
Total: $930.58,TOTAL
dinner lunch restaurant $930.58,ITEM
Thank you for your purchase!,O
Receipt #: 77565,O
Electric Company,STORE
Date: 2025-04-05,DATE
Total: $752.74,TOTAL
service utility $752.74,ITEM
Thank you for your purchase!,O
Receipt #: 63850,O
Xbox,STORE
Date: 2025-04-19,DATE
Total: $12.01,TOTAL
streaming game music #6454 $12.01,ITEM
Thank you for your purchase!,O
Receipt #: 49755,O
CVS,STORE
Date: 2025-04-09,DATE
Total: $169.65,TOTAL
medical $169.65,ITEM
Thank you for your purchase!,O
Receipt #: 58063,O
Verizon,STORE
Date: 2025-04-01,DATE
Total: $72.58,TOTAL
bill utility $72.58,ITEM
Thank you for your purchase!,O
Receipt #: 64541,O
Uber,STORE
Date: 2025-04-09,DATE
Total: $78.76,TOTAL
fuel taxi #8552 $78.76,ITEM
Thank you for your purchase!,O
Receipt #: 77771,O
Water Service,STORE
Date: 2025-03-28,DATE
Total: $22.19,TOTAL
payment service $22.19,ITEM
Thank you for your purchase!,O
Receipt #: 32760,O
Lyft,STORE
Date: 2025-03-31,DATE
Total: $68.82,TOTAL
ride transit #4051 $68.82,ITEM
Thank you for your purchase!,O
Receipt #: 30561,O
Quest Diagnostics,STORE
Date: 2025-04-11,DATE
Total: $470.39,TOTAL
health #7489 $470.39,ITEM
Thank you for your purchase!,O
Receipt #: 86642,O
Safeway,STORE
Date: 2025-04-18,DATE
Total: $73.27,TOTAL
produce bread $73.27,ITEM
Thank you for your purchase!,O
Receipt #: 58822,O
Walgreens,STORE
Date: 2025-04-20,DATE
Total: $85.99,TOTAL
prescription medical $85.99,ITEM
Thank you for your purchase!,O
Receipt #: 71305,O
Trader Joes,STORE
Date: 2025-03-28,DATE
Total: $49.64,TOTAL
bread food $49.64,ITEM
Thank you for your purchase!,O
Receipt #: 27270,O
Miscellaneous,STORE
Date: 2025-04-04,DATE
Total: $924.58,TOTAL
general other $924.58,ITEM
Thank you for your purchase!,O
Receipt #: 54401,O
Electric Company,STORE
Date: 2025-03-31,DATE
Total: $866.44,TOTAL
monthly bill $866.44,ITEM
Thank you for your purchase!,O
Receipt #: 71089,O
Safeway,STORE
Date: 2025-04-08,DATE
Total: $176.74,TOTAL
meat #3860 $176.74,ITEM
Thank you for your purchase!,O
Receipt #: 89814,O
Unknown Vendor,STORE
Date: 2025-04-10,DATE
Total: $215.95,TOTAL
misc #6734 $215.95,ITEM
Thank you for your purchase!,O
Receipt #: 54067,O
Kroger,STORE
Date: 2025-04-21,DATE
Total: $50.80,TOTAL
groceries dairy $50.80,ITEM
Thank you for your purchase!,O
Receipt #: 55947,O
Unknown Vendor,STORE
Date: 2025-04-09,DATE
Total: $989.20,TOTAL
service $989.20,ITEM
Thank you for your purchase!,O
Receipt #: 21997,O
Pizza Hut,STORE
Date: 2025-04-12,DATE
Total: $770.05,TOTAL
lunch $770.05,ITEM
Thank you for your purchase!,O
Receipt #: 50173,O
Quest Diagnostics,STORE
Date: 2025-04-14,DATE
Total: $135.00,TOTAL
doctor $135.00,ITEM
Thank you for your purchase!,O
Receipt #: 93116,O
AT&T,STORE
Date: 2025-03-31,DATE
Total: $322.87,TOTAL
utility #8824 $322.87,ITEM
Thank you for your purchase!,O
Receipt #: 35064,O
AT&T,STORE
Date: 2025-04-16,DATE
Total: $969.07,TOTAL
bill $969.07,ITEM
Thank you for your purchase!,O
Receipt #: 25168,O
AT&T,STORE
Date: 2025-03-30,DATE
Total: $188.82,TOTAL
payment monthly $188.82,ITEM
Thank you for your purchase!,O
Receipt #: 41055,O
Miscellaneous,STORE
Date: 2025-04-07,DATE
Total: $657.90,TOTAL
payment general service #6825 $657.90,ITEM
Thank you for your purchase!,O
Receipt #: 92855,O
CVS,STORE
Date: 2025-04-08,DATE
Total: $217.78,TOTAL
doctor health prescription #5185 $217.78,ITEM
Thank you for your purchase!,O
Receipt #: 13439,O
Trader Joes,STORE
Date: 2025-04-17,DATE
Total: $174.51,TOTAL
meat $174.51,ITEM
Thank you for your purchase!,O
Receipt #: 83747,O
Unknown Vendor,STORE
Date: 2025-04-06,DATE
Total: $387.23,TOTAL
payment service other #5090 $387.23,ITEM
Thank you for your purchase!,O
Receipt #: 95854,O
McDonalds,STORE
Date: 2025-04-01,DATE
Total: $850.71,TOTAL
dinner $850.71,ITEM
Thank you for your purchase!,O
Receipt #: 19165,O
Xbox,STORE
Date: 2025-03-28,DATE
Total: $26.78,TOTAL
game movie entertainment #8805 $26.78,ITEM
Thank you for your purchase!,O
Receipt #: 33610,O
AMC Theaters,STORE
Date: 2025-04-15,DATE
Total: $23.73,TOTAL
entertainment streaming music $23.73,ITEM
Thank you for your purchase!,O
Receipt #: 13277,O
Walmart,STORE
Date: 2025-04-20,DATE
Total: $132.88,TOTAL
food #3852 $132.88,ITEM
Thank you for your purchase!,O
Receipt #: 49730,O
Steam,STORE
Date: 2025-03-23,DATE
Total: $40.43,TOTAL
music movie entertainment $40.43,ITEM
Thank you for your purchase!,O
Receipt #: 13923,O
Local Clinic,STORE
Date: 2025-04-21,DATE
Total: $88.52,TOTAL
health medical doctor #3571 $88.52,ITEM
Thank you for your purchase!,O
Receipt #: 90934,O
Lyft,STORE
Date: 2025-04-05,DATE
Total: $70.92,TOTAL
fuel $70.92,ITEM
Thank you for your purchase!,O
Receipt #: 40270,O
Local Restaurant,STORE
Date: 2025-03-23,DATE
Total: $128.43,TOTAL
takeout $128.43,ITEM
Thank you for your purchase!,O
Receipt #: 94424,O
Electric Company,STORE
Date: 2025-03-29,DATE
Total: $706.19,TOTAL
bill service payment $706.19,ITEM
Thank you for your purchase!,O
Receipt #: 48566,O
Water Service,STORE
Date: 2025-04-06,DATE
Total: $415.14,TOTAL
payment $415.14,ITEM
Thank you for your purchase!,O
Receipt #: 82183,O
Safeway,STORE
Date: 2025-04-04,DATE
Total: $113.16,TOTAL
produce $113.16,ITEM
Thank you for your purchase!,O
Receipt #: 56062,O
Whole Foods,STORE
Date: 2025-04-09,DATE
Total: $100.85,TOTAL
dairy bread food $100.85,ITEM
Thank you for your purchase!,O
Receipt #: 63094,O
BP,STORE
Date: 2025-03-26,DATE
Total: $43.64,TOTAL
gas transportation ride $43.64,ITEM
Thank you for your purchase!,O
Receipt #: 74752,O
Electric Company,STORE
Date: 2025-03-27,DATE
Total: $175.28,TOTAL
utility payment $175.28,ITEM
Thank you for your purchase!,O
Receipt #: 94333,O
Kroger,STORE
Date: 2025-04-06,DATE
Total: $60.64,TOTAL
food $60.64,ITEM
Thank you for your purchase!,O
Receipt #: 82767,O
Whole Foods,STORE
Date: 2025-03-23,DATE
Total: $168.34,TOTAL
dairy groceries $168.34,ITEM
Thank you for your purchase!,O
Receipt #: 86521,O
Unknown Vendor,STORE
Date: 2025-03-29,DATE
Total: $999.88,TOTAL
other service general #2306 $999.88,ITEM
Thank you for your purchase!,O
Receipt #: 38719,O
Water Service,STORE
Date: 2025-04-21,DATE
Total: $195.03,TOTAL
payment service monthly #3985 $195.03,ITEM
Thank you for your purchase!,O
Receipt #: 62246,O
AMC Theaters,STORE
Date: 2025-04-17,DATE
Total: $48.89,TOTAL
movie streaming entertainment $48.89,ITEM
Thank you for your purchase!,O
Receipt #: 94963,O
Trader Joes,STORE
Date: 2025-04-17,DATE
Total: $21.84,TOTAL
bread #1167 $21.84,ITEM
Thank you for your purchase!,O
Receipt #: 98832,O
Uber,STORE
Date: 2025-04-21,DATE
Total: $38.00,TOTAL
taxi $38.00,ITEM
Thank you for your purchase!,O
Receipt #: 35964,O
Electric Company,STORE
Date: 2025-04-02,DATE
Total: $258.08,TOTAL
service payment bill $258.08,ITEM
Thank you for your purchase!,O
Receipt #: 26321,O
Safeway,STORE
Date: 2025-04-10,DATE
Total: $169.35,TOTAL
dairy produce #7007 $169.35,ITEM
Thank you for your purchase!,O
Receipt #: 79658,O
Metro,STORE
Date: 2025-03-23,DATE
Total: $65.82,TOTAL
fuel $65.82,ITEM
Thank you for your purchase!,O
Receipt #: 90219,O
Pizza Hut,STORE
Date: 2025-04-11,DATE
Total: $642.81,TOTAL
lunch dinner $642.81,ITEM
Thank you for your purchase!,O
Receipt #: 49871,O
Best Buy,STORE
Date: 2025-03-27,DATE
Total: $163.50,TOTAL
purchase shoes $163.50,ITEM
Thank you for your purchase!,O
Receipt #: 27027,O
CVS,STORE
Date: 2025-04-16,DATE
Total: $133.60,TOTAL
health medicine #1091 $133.60,ITEM
Thank you for your purchase!,O
Receipt #: 24764,O
Safeway,STORE
Date: 2025-04-11,DATE
Total: $67.85,TOTAL
groceries #7480 $67.85,ITEM
Thank you for your purchase!,O
Receipt #: 41050,O
Miscellaneous,STORE
Date: 2025-03-29,DATE
Total: $135.88,TOTAL
misc service other #7973 $135.88,ITEM
Thank you for your purchase!,O
Receipt #: 14518,O
AT&T,STORE
Date: 2025-03-26,DATE
Total: $802.51,TOTAL
bill payment monthly #5704 $802.51,ITEM
Thank you for your purchase!,O
Receipt #: 57094,O
Quest Diagnostics,STORE
Date: 2025-04-09,DATE
Total: $318.56,TOTAL
health prescription medicine $318.56,ITEM
Thank you for your purchase!,O
Receipt #: 16173,O
Safeway,STORE
Date: 2025-04-01,DATE
Total: $79.03,TOTAL
bread dairy meat #7974 $79.03,ITEM
Thank you for your purchase!,O
Receipt #: 24128,O
Amazon,STORE
Date: 2025-04-21,DATE
Total: $288.45,TOTAL
electronics $288.45,ITEM
Thank you for your purchase!,O
Receipt #: 62981,O
Nike,STORE
Date: 2025-04-19,DATE
Total: $48.69,TOTAL
shoes #8314 $48.69,ITEM
Thank you for your purchase!,O
Receipt #: 50750,O
Shell,STORE
Date: 2025-04-03,DATE
Total: $79.88,TOTAL
taxi ride gas #5339 $79.88,ITEM
Thank you for your purchase!,O
Receipt #: 63505,O
BP,STORE
Date: 2025-04-18,DATE
Total: $7.30,TOTAL
gas transportation transit $7.30,ITEM
Thank you for your purchase!,O
Receipt #: 10185,O
Verizon,STORE
Date: 2025-04-03,DATE
Total: $286.20,TOTAL
payment $286.20,ITEM
Thank you for your purchase!,O
Receipt #: 54584,O
Amazon,STORE
Date: 2025-03-29,DATE
Total: $32.18,TOTAL
purchase accessories #3173 $32.18,ITEM
Thank you for your purchase!,O
Receipt #: 83394,O
Walmart,STORE
Date: 2025-03-31,DATE
Total: $99.99,TOTAL
bread groceries meat $99.99,ITEM
Thank you for your purchase!,O
Receipt #: 34536,O
Electric Company,STORE
Date: 2025-04-15,DATE
Total: $663.11,TOTAL
payment $663.11,ITEM
Thank you for your purchase!,O
Receipt #: 46913,O
Trader Joes,STORE
Date: 2025-04-15,DATE
Total: $104.01,TOTAL
produce $104.01,ITEM
Thank you for your purchase!,O
Receipt #: 53528,O
Subway,STORE
Date: 2025-04-12,DATE
Total: $87.85,TOTAL
restaurant delivery $87.85,ITEM
Thank you for your purchase!,O
Receipt #: 30243,O
Spotify,STORE
Date: 2025-04-07,DATE
Total: $27.08,TOTAL
movie game music $27.08,ITEM
Thank you for your purchase!,O
Receipt #: 17704,O
Miscellaneous,STORE
Date: 2025-03-25,DATE
Total: $55.14,TOTAL
general service misc $55.14,ITEM
Thank you for your purchase!,O
Receipt #: 57336,O
Safeway,STORE
Date: 2025-04-02,DATE
Total: $192.46,TOTAL
produce $192.46,ITEM
Thank you for your purchase!,O
Receipt #: 51373,O
Subway,STORE
Date: 2025-04-13,DATE
Total: $514.06,TOTAL
delivery meal dinner $514.06,ITEM
Thank you for your purchase!,O
Receipt #: 72922,O
Local Restaurant,STORE
Date: 2025-04-18,DATE
Total: $457.14,TOTAL
takeout lunch delivery $457.14,ITEM
Thank you for your purchase!,O
Receipt #: 28224,O
Various Services,STORE
Date: 2025-03-27,DATE
Total: $330.93,TOTAL
other misc general $330.93,ITEM
Thank you for your purchase!,O
Receipt #: 95298,O
Safeway,STORE
Date: 2025-04-20,DATE
Total: $191.59,TOTAL
dairy $191.59,ITEM
Thank you for your purchase!,O
Receipt #: 31123,O
Target,STORE
Date: 2025-04-18,DATE
Total: $237.75,TOTAL
clothes electronics accessories #8203 $237.75,ITEM
Thank you for your purchase!,O
Receipt #: 74554,O
Whole Foods,STORE
Date: 2025-04-17,DATE
Total: $177.97,TOTAL
meat #1194 $177.97,ITEM
Thank you for your purchase!,O
Receipt #: 73473,O
Verizon,STORE
Date: 2025-03-29,DATE
Total: $690.05,TOTAL
bill #4414 $690.05,ITEM
